DATE,MEDDAYONMARNJ,MEDLISPRIMM34017,MEDLISPRIPERSQUFEENJ,MEDLISPRIPERSQUFEEMM34025,MEDLISPRIMM34009,MEDLISPRI34023,MEDLISPRI34003,NJSTHPI,CORESTICKM159SFRBATL,UNRATE,CORESTICKM159SFRBATL_normalized,UNRATE_normalized
1976-02-01,,,,,,,,,7.373666255,7.7,1.1357420126441602,1.1778291787703319
1976-03-01,,,,,,,,,7.334813689,7.6,1.1212460369274364,1.1193373925575638
1976-04-01,,,,,,,,63.87,6.847460223,7.7,0.9394134133473847,1.1778291787703319
1976-05-01,,,,,,,,,6.965887097,7.4,0.9835987340727006,1.0023538201320288
1976-06-01,,,,,,,,,6.871017008,7.6,0.9482025003622316,1.1193373925575638
1976-07-01,,,,,,,,65.98,7.088593777,7.8,1.029380859597171,1.2363209649830995
1976-08-01,,,,,,,,,7.352526572,7.8,1.127854751570407,1.2363209649830995
1976-09-01,,,,,,,,,7.092183496,7.6,1.0307201914563295,1.1193373925575638
1976-10-01,,,,,,,,62.27,6.878373933,7.7,0.9509473848609737,1.1778291787703319
1976-11-01,,,,,,,,,6.612229044,7.8,0.8516481558712049,1.2363209649830995
1976-12-01,,,,,,,,,6.196677638,7.8,0.696605034898799,1.2363209649830995
1977-01-01,,,,,,,,65.23,6.048908185,7.5,0.6414719350062067,1.0608456063447962
1977-02-01,,,,,,,,,6.05231412,7.6,0.6427426966607327,1.1193373925575638
1977-03-01,,,,,,,,,6.102888398,7.4,0.6616120682687452,1.0023538201320288
1977-04-01,,,,,,,,65.36,6.580655715,7.2,0.8398680790937757,0.8853702477064931
1977-05-01,,,,,,,,,6.741041444,7.0,0.8997083386249746,0.7683866752809575
1977-06-01,,,,,,,,,6.920217354,7.2,0.9665592549938409,0.8853702477064931
1977-07-01,,,,,,,,67.47,6.881150829,6.9,0.9519834507152566,0.7098948890681899
1977-08-01,,,,,,,,,6.832672177,7.0,0.9338959616631436,0.7683866752809575
1977-09-01,,,,,,,,,6.873489359,6.8,0.9491249398237389,0.6514031028554218
1977-10-01,,,,,,,,69.49,6.950144555,6.8,0.9777251578833824,0.6514031028554218
1977-11-01,,,,,,,,,6.999499128,6.8,0.996139454939522,0.6514031028554218
1977-12-01,,,,,,,,,7.363992642,6.4,1.1321327668831214,0.4174359580043511
1978-01-01,,,,,,,,71.22,7.371987718,6.4,1.1351157468888526,0.4174359580043511
1978-02-01,,,,,,,,,7.341035476,6.3,1.1235673990034092,0.35894417179158306
1978-03-01,,,,,,,,,7.433603181,6.3,1.1581046083046644,0.35894417179158306
1978-04-01,,,,,,,,73.31,7.413807475,6.1,1.1507187879325582,0.2419605993660474
1978-05-01,,,,,,,,,7.643491412,6.0,1.2364143575192235,0.18346881315327987
1978-06-01,,,,,,,,,7.679164103,5.9,1.2497239150523392,0.12497702694051231
